family,arch,seed,group,contrast,checkpoint_set,n_checkpoints,checkpoints,n_items_per_checkpoint_min,mean_gain_delta,sd_across_checkpoints_gain_delta,se_across_checkpoints_gain_delta,checkpoint_values_gain_delta,mean_normalized_gain_delta,sd_across_checkpoints_normalized_gain_delta,se_across_checkpoints_normalized_gain_delta,checkpoint_values_normalized_gain_delta,mean_unrepeated_control_nll_delta_a_minus_b,sd_across_checkpoints_unrepeated_control_nll_delta_a_minus_b,se_across_checkpoints_unrepeated_control_nll_delta_a_minus_b,checkpoint_values_unrepeated_control_nll_delta_a_minus_b,mean_repeated_nll_delta_a_minus_b,sd_across_checkpoints_repeated_nll_delta_a_minus_b,se_across_checkpoints_repeated_nll_delta_a_minus_b,checkpoint_values_repeated_nll_delta_a_minus_b
copy,RBT,43022,span_1,RminusV,RBT_all60_100,5,chck_100M;chck_60M;chck_70M;chck_80M;chck_90M,1000,-0.07574984197635204,0.14041261043109257,0.06279442836442381,chck_100M:-0.210671;chck_60M:0.0781905;chck_70M:0.0662942;chck_80M:-0.112611;chck_90M:-0.199952,-0.0260472059062261,0.03388465499438632,0.015153678392315115,chck_100M:-0.0583195;chck_60M:0.0126834;chck_70M:0.00673174;chck_80M:-0.0354952;chck_90M:-0.0558364,0.8099412470836193,0.5701728671016348,0.2549890579530418,chck_100M:1.27389;chck_60M:0.00726173;chck_70M:0.411969;chck_80M:1.1038;chck_90M:1.25279,0.8856910890599712,0.7064525557505731,0.3159351875073483,chck_100M:1.48456;chck_60M:-0.0709288;chck_70M:0.345674;chck_80M:1.21641;chck_90M:1.45274
copy,RBT,43022,span_1,VminusC,RBT_all60_100,5,chck_100M;chck_60M;chck_70M;chck_80M;chck_90M,1000,0.007604031475586815,0.03321597761606981,0.014854636777728698,chck_100M:0.000740941;chck_60M:0.0655215;chck_70M:-0.00932559;chck_80M:-0.0179086;chck_90M:-0.00100803,-0.002862174175620141,0.0066566525349459485,0.002976945514147087,chck_100M:-0.00310062;chck_60M:0.00831405;chck_70M:-0.00789432;chck_80M:-0.00799655;chck_90M:-0.00363343,0.2651116772369016,0.15363795243865258,0.06870898111534135,chck_100M:0.137024;chck_60M:0.32207;chck_70M:0.505895;chck_80M:0.214923;chck_90M:0.145646,0.2575076457613148,0.15330519271551893,0.06856016644312117,chck_100M:0.136283;chck_60M:0.256549;chck_70M:0.515221;chck_80M:0.232832;chck_90M:0.146654
copy,RBT,43022,span_1,VminusR,RBT_all60_100,5,chck_100M;chck_60M;chck_70M;chck_80M;chck_90M,1000,0.07574984197635204,0.14041261043109257,0.06279442836442381,chck_100M:0.210671;chck_60M:-0.0781905;chck_70M:-0.0662942;chck_80M:0.112611;chck_90M:0.199952,0.0260472059062261,0.03388465499438632,0.015153678392315115,chck_100M:0.0583195;chck_60M:-0.0126834;chck_70M:-0.00673174;chck_80M:0.0354952;chck_90M:0.0558364,-0.8099412470836193,0.5701728671016348,0.2549890579530418,chck_100M:-1.27389;chck_60M:-0.00726173;chck_70M:-0.411969;chck_80M:-1.1038;chck_90M:-1.25279,-0.8856910890599712,0.7064525557505731,0.3159351875073483,chck_100M:-1.48456;chck_60M:0.0709288;chck_70M:-0.345674;chck_80M:-1.21641;chck_90M:-1.45274
copy,RBT,43022,span_4,CminusR,RBT_all60_100,5,chck_100M;chck_60M;chck_70M;chck_80M;chck_90M,1000,0.029275568200461566,0.1766246052313079,0.07898892475925388,chck_100M:0.186055;chck_60M:-0.203602;chck_70M:-0.110056;chck_80M:0.0960327;chck_90M:0.177948,0.02552488967801833,0.0403564643521173,0.01804795952457626,chck_100M:0.0610232;chck_60M:-0.0287804;chck_70M:-0.00496089;chck_80M:0.0411961;chck_90M:0.0591464,-1.2757493756745242,0.494768106948067,0.22126702404695275,chck_100M:-1.63589;chck_60M:-0.476512;chck_70M:-1.11267;chck_80M:-1.53941;chck_90M:-1.61426,-1.305024943874986,0.6652896150696196,0.2975265608040676,chck_100M:-1.82194;chck_60M:-0.27291;chck_70M:-1.00262;chck_80M:-1.63544;chck_90M:-1.79221
copy,RBT,43022,span_4,RminusC,RBT_all60_100,5,chck_100M;chck_60M;chck_70M;chck_80M;chck_90M,1000,-0.029275568200461566,0.1766246052313079,0.07898892475925388,chck_100M:-0.186055;chck_60M:0.203602;chck_70M:0.110056;chck_80M:-0.0960327;chck_90M:-0.177948,-0.02552488967801833,0.0403564643521173,0.01804795952457626,chck_100M:-0.0610232;chck_60M:0.0287804;chck_70M:0.00496089;chck_80M:-0.0411961;chck_90M:-0.0591464,1.2757493756745242,0.494768106948067,0.22126702404695275,chck_100M:1.63589;chck_60M:0.476512;chck_70M:1.11267;chck_80M:1.53941;chck_90M:1.61426,1.305024943874986,0.6652896150696196,0.2975265608040676,chck_100M:1.82194;chck_60M:0.27291;chck_70M:1.00262;chck_80M:1.63544;chck_90M:1.79221
copy,RBT,43022,span_4,RminusV,RBT_all60_100,5,chck_100M;chck_60M;chck_70M;chck_80M;chck_90M,1000,-0.038084559723734854,0.12312851979393975,0.055064748045635534,chck_100M:-0.1617;chck_60M:0.076878;chck_70M:0.100997;chck_80M:-0.0569534;chck_90M:-0.149644,-0.0211914146583874,0.03107042570411291,0.013895116792850645,chck_100M:-0.0518496;chck_60M:0.0120201;chck_70M:0.0105705;chck_80M:-0.0278379;chck_90M:-0.0488602,0.9468272818259896,0.6478291176636011,0.2897179889799043,chck_100M:1.47421;chck_60M:0.0113439;chck_70M:0.5305;chck_80M:1.28062;chck_90M:1.43746,0.9849118415497242,0.762024155201576,0.34078756230551477,chck_100M:1.63591;chck_60M:-0.0655341;chck_70M:0.429503;chck_80M:1.33757;chck_90M:1.58711
copy,RBT,43022,span_4,VminusC,RBT_all60_100,5,chck_100M;chck_60M;chck_70M;chck_80M;chck_90M,1000,0.008808991523273288,0.06832729336885672,0.030556894538266845,chck_100M:-0.0243549;chck_60M:0.126724;chck_70M:0.00905881;chck_80M:-0.0390793;chck_90M:-0.0283036,-0.00433347501963093,0.012112843800109137,0.005417028427576181,chck_100M:-0.00917363;chck_60M:0.0167603;chck_70M:-0.00560959;chck_80M:-0.0133582;chck_90M:-0.0102863,0.3289220938485349,0.18623200123562056,0.08328548286973447,chck_100M:0.161676;chck_60M:0.465168;chck_70M:0.582173;chck_80M:0.258793;chck_90M:0.1768,0.3201131023252616,0.15495593848636458,0.06929840239455741,chck_100M:0.186031;chck_60M:0.338444;chck_70M:0.573114;chck_80M:0.297872;chck_90M:0.205104
copy,RBT,43022,span_4,VminusR,RBT_all60_100,5,chck_100M;chck_60M;chck_70M;chck_80M;chck_90M,1000,0.038084559723734854,0.12312851979393975,0.055064748045635534,chck_100M:0.1617;chck_60M:-0.076878;chck_70M:-0.100997;chck_80M:0.0569534;chck_90M:0.149644,0.0211914146583874,0.03107042570411291,0.013895116792850645,chck_100M:0.0518496;chck_60M:-0.0120201;chck_70M:-0.0105705;chck_80M:0.0278379;chck_90M:0.0488602,-0.9468272818259896,0.6478291176636011,0.2897179889799043,chck_100M:-1.47421;chck_60M:-0.0113439;chck_70M:-0.5305;chck_80M:-1.28062;chck_90M:-1.43746,-0.9849118415497242,0.762024155201576,0.34078756230551477,chck_100M:-1.63591;chck_60M:0.0655341;chck_70M:-0.429503;chck_80M:-1.33757;chck_90M:-1.58711
copy,D,43022,ALL,CminusR,all_late80_100,3,chck_100M;chck_80M;chck_90M,2000,-0.49957904586065377,0.03644685813576501,0.021042603355800032,chck_100M:-0.467219;chck_80M:-0.539061;chck_90M:-0.492457,-0.049671619290841,0.002692608405906822,0.001554578187972553,chck_100M:-0.0473442;chck_80M:-0.0526207;chck_90M:-0.04905,-0.31145622833086256,0.027491297433794644,0.015872107973773406,chck_100M:-0.287579;chck_80M:-0.341511;chck_90M:-0.305278,0.1881228175297912,0.008992767028092818,0.00519197646442898,chck_100M:0.179639;chck_80M:0.19755;chck_90M:0.187179
copy,D,43022,ALL,RminusC,all_late80_100,3,chck_100M;chck_80M;chck_90M,2000,0.49957904586065377,0.03644685813576501,0.021042603355800032,chck_100M:0.467219;chck_80M:0.539061;chck_90M:0.492457,0.049671619290841,0.002692608405906822,0.001554578187972553,chck_100M:0.0473442;chck_80M:0.0526207;chck_90M:0.04905,0.31145622833086256,0.027491297433794644,0.015872107973773406,chck_100M:0.287579;chck_80M:0.341511;chck_90M:0.305278,-0.1881228175297912,0.008992767028092818,0.00519197646442898,chck_100M:-0.179639;chck_80M:-0.19755;chck_90M:-0.187179
copy,D,43022,ALL,RminusV,all_late80_100,3,chck_100M;chck_80M;chck_90M,2000,0.17247228915033577,0.023701963892492496,0.013684335233653333,chck_100M:0.147306;chck_80M:0.175741;chck_90M:0.19437,0.04061050136500747,0.0012570361036714508,0.0007257501328357905,chck_100M:0.0395343;chck_80M:0.0403051;chck_90M:0.0419921,-0.006351102991862632,0.019421371855599365,0.011212934268862116,chck_100M:-0.0276464;chck_80M:-0.00179229;chck_90M:0.0103853,-0.17882339214219845,0.004652543928996947,0.002686147489822947,chck_100M:-0.174952;chck_80M:-0.177533;chck_90M:-0.183985
copy,D,43022,ALL,VminusC,all_late80_100,3,chck_100M;chck_80M;chck_90M,2000,0.32710675671031797,0.03320617078361252,0.019171591640675376,chck_100M:0.319913;chck_80M:0.36332;chck_90M:0.298087,0.009061117925833528,0.002843424314411536,0.0016416517933458274,chck_100M:0.00780991;chck_80M:0.0123156;chck_90M:0.00705786,0.3178073313227252,0.02430806380037097,0.014034267178622778,chck_100M:0.315226;chck_80M:0.343303;chck_90M:0.294893,-0.009299425387592767,0.009311630777289933,0.005376072535862747,chck_100M:-0.00468747;chck_80M:-0.0200169;chck_90M:-0.00319387
copy,D,43022,ALL,VminusR,all_late80_100,3,chck_100M;chck_80M;chck_90M,2000,-0.17247228915033577,0.023701963892492496,0.013684335233653333,chck_100M:-0.147306;chck_80M:-0.175741;chck_90M:-0.19437,-0.04061050136500747,0.0012570361036714508,0.0007257501328357905,chck_100M:-0.0395343;chck_80M:-0.0403051;chck_90M:-0.0419921,0.006351102991862632,0.019421371855599365,0.011212934268862116,chck_100M:0.0276464;chck_80M:0.00179229;chck_90M:-0.0103853,0.17882339214219845,0.004652543928996947,0.002686147489822947,chck_100M:0.174952;chck_80M:0.177533;chck_90M:0.183985
copy,D,43022,span_1,CminusR,all_late80_100,3,chck_100M;chck_80M;chck_90M,1000,-0.5217301311078435,0.03034271067821424,0.017518372178009924,chck_100M:-0.490485;chck_80M:-0.551082;chck_90M:-0.523624,-0.06117142646288328,0.0020779009205110412,0.0011996766558064209,chck_100M:-0.059048;chck_80M:-0.0632006;chck_90M:-0.0612657,-0.27673778837455315,0.023126534720791018,0.013352111046471922,chck_100M:-0.253487;chck_80M:-0.299738;chck_90M:-0.276989,0.24499234273329037,0.007312556682888812,0.004221906569330252,chck_100M:0.236998;chck_80M:0.251344;chck_90M:0.246635
copy,D,43022,span_1,RminusC,all_late80_100,3,chck_100M;chck_80M;chck_90M,1000,0.5217301311078435,0.03034271067821424,0.017518372178009924,chck_100M:0.490485;chck_80M:0.551082;chck_90M:0.523624,0.06117142646288328,0.0020779009205110412,0.0011996766558064209,chck_100M:0.059048;chck_80M:0.0632006;chck_90M:0.0612657,0.27673778837455315,0.023126534720791018,0.013352111046471922,chck_100M:0.253487;chck_80M:0.299738;chck_90M:0.276989,-0.24499234273329037,0.007312556682888812,0.004221906569330252,chck_100M:-0.236998;chck_80M:-0.251344;chck_90M:-0.246635
copy,D,43022,span_1,RminusV,all_late80_100,3,chck_100M;chck_80M;chck_90M,1000,0.09405735857848417,0.030111290350703045,0.017384761589625385,chck_100M:0.0673926;chck_80M:0.0880654;chck_90M:0.126714,0.04723865929091261,0.0018800055617402547,0.0010854217171487298,chck_100M:0.0461751;chck_80M:0.0461315;chck_90M:0.0494094,-0.13695044942718385,0.02384148917517265,0.01376489019316748,chck_100M:-0.159903;chck_80M:-0.138639;chck_90M:-0.11231,-0.23100780800566798,0.006948318342042878,0.00401161346519367,chck_100M:-0.227295;chck_80M:-0.226704;chck_90M:-0.239024
copy,D,43022,span_1,VminusC,all_late80_100,3,chck_100M;chck_80M;chck_90M,1000,0.42767277252935926,0.03329056473940345,0.019220316513769247,chck_100M:0.423092;chck_80M:0.463016;chck_90M:0.39691,0.013932767171970672,0.002763253003806606,0.001595364865586786,chck_100M:0.0128729;chck_80M:0.0170691;chck_90M:0.0118564,0.41368823780173697,0.024540536132761595,0.014168485142307645,chck_100M:0.41339;chck_80M:0.438377;chck_90M:0.389298,-0.013984534727622377,0.009286670908136539,0.005361661948688097,chck_100M:-0.00970274;chck_80M:-0.0246397;chck_90M:-0.00761121
copy,D,43022,span_1,VminusR,all_late80_100,3,chck_100M;chck_80M;chck_90M,1000,-0.09405735857848417,0.030111290350703045,0.017384761589625385,chck_100M:-0.0673926;chck_80M:-0.0880654;chck_90M:-0.126714,-0.04723865929091261,0.0018800055617402547,0.0010854217171487298,chck_100M:-0.0461751;chck_80M:-0.0461315;chck_90M:-0.0494094,0.13695044942718385,0.02384148917517265,0.01376489019316748,chck_100M:0.159903;chck_80M:0.138639;chck_90M:0.11231,0.23100780800566798,0.006948318342042878,0.00401161346519367,chck_100M:0.227295;chck_80M:0.226704;chck_90M:0.239024
copy,D,43022,span_4,CminusR,all_late80_100,3,chck_100M;chck_80M;chck_90M,1000,-0.4774279606134641,0.043831725025474166,0.02530625824250317,chck_100M:-0.443953;chck_80M:-0.527041;chck_90M:-0.46129,-0.03645760029548051,0.0033670413271834686,0.0019439622166219704,chck_100M:-0.0339419;chck_80M:-0.0402826;chck_90M:-0.0351483,-0.346174668287172,0.03268323482240387,0.01886967442270263,chck_100M:-0.321672;chck_80M:-0.383284;chck_90M:-0.333568,0.13125329232629204,0.01116509138374146,0.006446168515929904,chck_100M:0.122281;chck_80M:0.143757;chck_90M:0.127722
copy,D,43022,span_4,RminusC,all_late80_100,3,chck_100M;chck_80M;chck_90M,1000,0.4774279606134641,0.043831725025474166,0.02530625824250317,chck_100M:0.443953;chck_80M:0.527041;chck_90M:0.46129,0.03645760029548051,0.0033670413271834686,0.0019439622166219704,chck_100M:0.0339419;chck_80M:0.0402826;chck_90M:0.0351483,0.346174668287172,0.03268323482240387,0.01886967442270263,chck_100M:0.321672;chck_80M:0.383284;chck_90M:0.333568,-0.13125329232629204,0.01116509138374146,0.006446168515929904,chck_100M:-0.122281;chck_80M:-0.143757;chck_90M:-0.127722
copy,D,43022,span_4,RminusV,all_late80_100,3,chck_100M;chck_80M;chck_90M,1000,0.25088721972218747,0.020509497997064065,0.011841164189549029,chck_100M:0.227219;chck_80M:0.263417;chck_90M:0.262026,0.03183325718936847,0.0009513736359962055,0.0005492758248423223,chck_100M:0.0307351;chck_80M:0.0323564;chck_90M:0.0324083,0.12424824344345857,0.01703572517698083,0.009835580516770368,chck_100M:0.10461;chck_80M:0.135054;chck_90M:0.13308,-0.12663897627872886,0.0035027481027478623,0.0020223125600249293,chck_100M:-0.122608;chck_80M:-0.128363;chck_90M:-0.128946
copy,D,43022,span_4,VminusC,all_late80_100,3,chck_100M;chck_80M;chck_90M,1000,0.22654074089127663,0.033281550151540884,0.01921511193904016,chck_100M:0.216734;chck_80M:0.263624;chck_90M:0.199264,0.004624343106112039,0.0028690410770994194,0.0016564416381794438,chck_100M:0.00320678;chck_80M:0.00792625;chck_90M:0.00274001,0.22192642484371347,0.024239775227451053,0.013994840752664888,chck_100M:0.217062;chck_80M:0.24823;chck_90M:0.200488,-0.004614316047563156,0.009346404752713372,0.0053961492999342634,chck_100M:0.000327806;chck_80M:-0.0153942;chck_90M:0.00122346
copy,D,43022,span_4,VminusR,all_late80_100,3,chck_100M;chck_80M;chck_90M,1000,-0.25088721972218747,0.020509497997064065,0.011841164189549029,chck_100M:-0.227219;chck_80M:-0.263417;chck_90M:-0.262026,-0.03183325718936847,0.0009513736359962055,0.0005492758248423223,chck_100M:-0.0307351;chck_80M:-0.0323564;chck_90M:-0.0324083,-0.12424824344345857,0.01703572517698083,0.009835580516770368,chck_100M:-0.10461;chck_80M:-0.135054;chck_90M:-0.13308,0.12663897627872886,0.0035027481027478623,0.0020223125600249293,chck_100M:0.122608;chck_80M:0.128363;chck_90M:0.128946
copy,D,43122,ALL,CminusR,all_late80_100,3,chck_100M;chck_80M;chck_90M,2000,-0.6678323688991968,0.02924001737393036,0.016881731901948027,chck_100M:-0.655754;chck_80M:-0.701177;chck_90M:-0.646567,-0.05310489009006103,0.0010156681518747556,0.0005863962808922198,chck_100M:-0.0521379;chck_80M:-0.0541631;chck_90M:-0.0530136,-0.47800431272386273,0.028413708135491274,0.01640466204070135,chck_100M:-0.469158;chck_80M:-0.509789;chck_90M:-0.455066,0.1898280561753342,0.002799448432480199,0.001616262306074919,chck_100M:0.186596;chck_80M:0.191388;chck_90M:0.1915
copy,D,43122,ALL,RminusC,all_late80_100,3,chck_100M;chck_80M;chck_90M,2000,0.6678323688991968,0.02924001737393036,0.016881731901948027,chck_100M:0.655754;chck_80M:0.701177;chck_90M:0.646567,0.05310489009006103,0.0010156681518747556,0.0005863962808922198,chck_100M:0.0521379;chck_80M:0.0541631;chck_90M:0.0530136,0.47800431272386273,0.028413708135491274,0.01640466204070135,chck_100M:0.469158;chck_80M:0.509789;chck_90M:0.455066,-0.1898280561753342,0.002799448432480199,0.001616262306074919,chck_100M:-0.186596;chck_80M:-0.191388;chck_90M:-0.1915
copy,D,43122,ALL,RminusV,all_late80_100,3,chck_100M;chck_80M;chck_90M,2000,0.3574936084248776,0.010940315433694406,0.006316394060662883,chck_100M:0.363191;chck_80M:0.36441;chck_90M:0.34488,0.041174389156685885,0.0018019786010995966,0.0010403728304187974,chck_100M:0.0404434;chck_80M:0.043227;chck_90M:0.0398528,0.1887746514649664,0.009093838984779227,0.0052503303858294,chck_100M:0.199029;chck_80M:0.185607;chck_90M:0.181688,-0.1687189569599112,0.008745722304677156,0.005049345126863071,chck_100M:-0.164162;chck_80M:-0.178802;chck_90M:-0.163193
copy,D,43122,ALL,VminusC,all_late80_100,3,chck_100M;chck_80M;chck_90M,2000,0.31033876047431935,0.023337614398525587,0.013473977955232435,chck_100M:0.292563;chck_80M:0.336767;chck_90M:0.301686,0.011930500933375146,0.0011309880067592933,0.0006529762301527163,chck_100M:0.0116945;chck_80M:0.0109361;chck_90M:0.0131609,0.28922966125889643,0.030312682489982326,0.01750103539545095,chck_100M:0.270129;chck_80M:0.324181;chck_90M:0.273378,-0.021109099215422988,0.007944425659548568,0.0045867162930973366,chck_100M:-0.0224339;chck_80M:-0.0125855;chck_90M:-0.0283078
copy,D,43122,ALL,VminusR,all_late80_100,3,chck_100M;chck_80M;chck_90M,2000,-0.3574936084248776,0.010940315433694406,0.006316394060662883,chck_100M:-0.363191;chck_80M:-0.36441;chck_90M:-0.34488,-0.041174389156685885,0.0018019786010995966,0.0010403728304187974,chck_100M:-0.0404434;chck_80M:-0.043227;chck_90M:-0.0398528,-0.1887746514649664,0.009093838984779227,0.0052503303858294,chck_100M:-0.199029;chck_80M:-0.185607;chck_90M:-0.181688,0.1687189569599112,0.008745722304677156,0.005049345126863071,chck_100M:0.164162;chck_80M:0.178802;chck_90M:0.163193
copy,D,43122,span_1,CminusR,all_late80_100,3,chck_100M;chck_80M;chck_90M,1000,-0.6965400058208894,0.055787041675108444,0.03220866352841673,chck_100M:-0.673336;chck_80M:-0.760184;chck_90M:-0.6561,-0.0652181555500904,0.0013643784703572498,0.000787724277137288,chck_100M:-0.0641535;chck_80M:-0.0667562;chck_90M:-0.0647448,-0.4527354603399291,0.0549853915949859,0.0317458306388621,chck_100M:-0.43256;chck_80M:-0.514959;chck_90M:-0.410688,0.2438045454809603,0.002624702818416197,0.0015153728787553607,chck_100M:0.240776;chck_80M:0.245225;chck_90M:0.245412
copy,D,43122,span_1,RminusC,all_late80_100,3,chck_100M;chck_80M;chck_90M,1000,0.6965400058208894,0.055787041675108444,0.03220866352841673,chck_100M:0.673336;chck_80M:0.760184;chck_90M:0.6561,0.0652181555500904,0.0013643784703572498,0.000787724277137288,chck_100M:0.0641535;chck_80M:0.0667562;chck_90M:0.0647448,0.4527354603399291,0.0549853915949859,0.0317458306388621,chck_100M:0.43256;chck_80M:0.514959;chck_90M:0.410688,-0.2438045454809603,0.002624702818416197,0.0015153728787553607,chck_100M:-0.240776;chck_80M:-0.245225;chck_90M:-0.245412
copy,D,43122,span_1,RminusV,all_late80_100,3,chck_100M;chck_80M;chck_90M,1000,0.4130584301497962,0.04310402148210527,0.02488611840584889,chck_100M:0.406196;chck_80M:0.459182;chck_90M:0.373797,0.05181175602992775,0.003608491185947071,0.002083363357574933,chck_100M:0.0502705;chck_80M:0.0559349;chck_90M:0.0492298,0.19404123559211828,0.028767070281827498,0.016608675771009992,chck_100M:0.195559;chck_80M:0.22202;chck_90M:0.164546,-0.21901719455767799,0.01572951847248907,0.009081441724314757,chck_100M:-0.210637;chck_80M:-0.237162;chck_90M:-0.209252
copy,D,43122,span_1,VminusC,all_late80_100,3,chck_100M;chck_80M;chck_90M,1000,0.28348157567109317,0.016961786312960955,0.009792891893724918,chck_100M:0.26714;chck_80M:0.301002;chck_90M:0.282303,0.013406399520162648,0.0023828921558328876,0.0013757634276199654,chck_100M:0.013883;chck_80M:0.0108212;chck_90M:0.015515,0.2586942247478109,0.03000697003259508,0.017324532225883805,chck_100M:0.237001;chck_80M:0.292939;chck_90M:0.246142,-0.024787350923282325,0.014793395349981692,0.008540970787540488,chck_100M:-0.0301385;chck_80M:-0.008063;chck_90M:-0.0361606
copy,D,43122,span_1,VminusR,all_late80_100,3,chck_100M;chck_80M;chck_90M,1000,-0.4130584301497962,0.04310402148210527,0.02488611840584889,chck_100M:-0.406196;chck_80M:-0.459182;chck_90M:-0.373797,-0.05181175602992775,0.003608491185947071,0.002083363357574933,chck_100M:-0.0502705;chck_80M:-0.0559349;chck_90M:-0.0492298,-0.19404123559211828,0.028767070281827498,0.016608675771009992,chck_100M:-0.195559;chck_80M:-0.22202;chck_90M:-0.164546,0.21901719455767799,0.01572951847248907,0.009081441724314757,chck_100M:0.210637;chck_80M:0.237162;chck_90M:0.209252
copy,D,43122,span_4,CminusR,all_late80_100,3,chck_100M;chck_80M;chck_90M,1000,-0.6391247319775045,0.0026972771369512135,0.0015572736810978063,chck_100M:-0.638172;chck_80M:-0.642169;chck_90M:-0.637033,-0.039394184289540446,0.0008567050945250684,0.0004946189169401721,chck_100M:-0.0384646;chck_80M:-0.040152;chck_90M:-0.039566,-0.5032731651077964,0.0033638908098917726,0.0019421432646155232,chck_100M:-0.505756;chck_80M:-0.504619;chck_90M:-0.499445,0.1358515668697081,0.0029747879732374494,0.0017174946371307028,chck_100M:0.132417;chck_80M:0.13755;chck_90M:0.137588
copy,D,43122,span_4,RminusC,all_late80_100,3,chck_100M;chck_80M;chck_90M,1000,0.6391247319775045,0.0026972771369512135,0.0015572736810978063,chck_100M:0.638172;chck_80M:0.642169;chck_90M:0.637033,0.039394184289540446,0.0008567050945250684,0.0004946189169401721,chck_100M:0.0384646;chck_80M:0.040152;chck_90M:0.039566,0.5032731651077964,0.0033638908098917726,0.0019421432646155232,chck_100M:0.505756;chck_80M:0.504619;chck_90M:0.499445,-0.1358515668697081,0.0029747879732374494,0.0017174946371307028,chck_100M:-0.132417;chck_80M:-0.13755;chck_90M:-0.137588
copy,D,43122,span_4,RminusV,all_late80_100,3,chck_100M;chck_80M;chck_90M,1000,0.30192878669995893,0.0280449870460657,0.0161917808204656,chck_100M:0.320186;chck_80M:0.269637;chck_90M:0.315963,0.029728541126450698,0.0001515190585482553,8.747956924019386e-05,chck_100M:0.0298153;chck_80M:0.0298167;chck_90M:0.0295536,0.18350806733781444,0.029772247330720075,0.017189015010771354,chck_100M:0.202499;chck_80M:0.149195;chck_90M:0.19883,-0.11842071936214442,0.0017720725544985536,0.0010231065663632878,chck_100M:-0.117687;chck_80M:-0.120442;chck_90M:-0.117133
copy,D,43122,span_4,VminusC,all_late80_100,3,chck_100M;chck_80M;chck_90M,1000,0.33719594527754554,0.030640639678511064,0.017690381566530692,chck_100M:0.317987;chck_80M:0.372532;chck_90M:0.321069,0.009665643163089746,0.0008948788146828773,0.0005166585245492525,chck_100M:0.00864928;chck_80M:0.0103352;chck_90M:0.0100124,0.3197650977699819,0.03090962309899844,0.017845679216756623,chck_100M:0.303257;chck_80M:0.355424;chck_90M:0.300614,-0.01743084750756365,0.002876417342087423,0.0016607003267558817,chck_100M:-0.0147294;chck_80M:-0.0171081;chck_90M:-0.020455
copy,D,43122,span_4,VminusR,all_late80_100,3,chck_100M;chck_80M;chck_90M,1000,-0.30192878669995893,0.0280449870460657,0.0161917808204656,chck_100M:-0.320186;chck_80M:-0.269637;chck_90M:-0.315963,-0.029728541126450698,0.0001515190585482553,8.747956924019386e-05,chck_100M:-0.0298153;chck_80M:-0.0298167;chck_90M:-0.0295536,-0.18350806733781444,0.029772247330720075,0.017189015010771354,chck_100M:-0.202499;chck_80M:-0.149195;chck_90M:-0.19883,0.11842071936214442,0.0017720725544985536,0.0010231065663632878,chck_100M:0.117687;chck_80M:0.120442;chck_90M:0.117133
copy,RBT,43022,ALL,CminusR,all_late80_100,3,chck_100M;chck_80M;chck_90M,2000,0.1669075481556744,0.04664209336297556,0.0269288251586816,chck_100M:0.197993;chck_80M:0.113276;chck_90M:0.189454,0.05423524553154709,0.010397279257265813,0.00600287197802213,chck_100M:0.0611678;chck_80M:0.0422803;chck_90M:0.0592577,-1.4862716996046366,0.050267067844569406,0.02902170515143533,chck_100M:-1.5234;chck_80M:-1.42907;chck_90M:-1.50635,-1.6531792477603109,0.0968341206768006,0.05590720563949154,chck_100M:-1.72139;chck_80M:-1.54235;chck_90M:-1.6958
copy,RBT,43022,ALL,RminusC,all_late80_100,3,chck_100M;chck_80M;chck_90M,2000,-0.1669075481556744,0.04664209336297556,0.0269288251586816,chck_100M:-0.197993;chck_80M:-0.113276;chck_90M:-0.189454,-0.05423524553154709,0.010397279257265813,0.00600287197802213,chck_100M:-0.0611678;chck_80M:-0.0422803;chck_90M:-0.0592577,1.4862716996046366,0.050267067844569406,0.02902170515143533,chck_100M:1.5234;chck_80M:1.42907;chck_90M:1.50635,1.6531792477603109,0.0968341206768006,0.05590720563949154,chck_100M:1.72139;chck_80M:1.54235;chck_90M:1.6958
copy,RBT,43022,ALL,RminusV,all_late80_100,3,chck_100M;chck_80M;chck_90M,2000,-0.14858863105329997,0.05555069438760971,0.032072208358357106,chck_100M:-0.186186;chck_80M:-0.084782;chck_90M:-0.174798,-0.04631484796967222,0.012812471196189704,0.007397283694104452,chck_100M:-0.0550364;chck_80M:-0.0316047;chck_90M:-0.0523034,1.3037946831717466,0.09771034439695327,0.056413093640192015,chck_100M:1.37405;chck_80M:1.19221;chck_90M:1.34512,1.4523833142250464,0.15322377072914578,0.08846378527672183,chck_100M:1.56023;chck_80M:1.27699;chck_90M:1.51992
copy,RBT,43022,ALL,VminusC,all_late80_100,3,chck_100M;chck_80M;chck_90M,2000,-0.018318917102374446,0.00892622454704553,0.005153558145083783,chck_100M:-0.011807;chck_80M:-0.028494;chck_90M:-0.0146558,-0.00792039756187488,0.002421284762473274,0.0013979294093986838,chck_100M:-0.00613133;chck_80M:-0.0106756;chck_90M:-0.00695427,0.1824770164328899,0.04746803967995852,0.02740568548712789,chck_100M:0.14935;chck_80M:0.236858;chck_90M:0.161223,0.20079593353526434,0.05638969640728722,0.03255660640026855,chck_100M:0.161157;chck_80M:0.265352;chck_90M:0.175879
