endpoint,word,child_aoa,model_aoa_word_count,model_aoa_log10_word_count,n_subword_tokens,n_model_points,n_child_points,first_word_count,last_word_count,threshold,best_perf,ceiling
dense_seed62064,ankle,-2.46180297130791,21346143.259004384,7.329319419752786,2,18,16,1000000.0,89168037.0,-16.518800569730967,-13.629480083783468,-19.408121055678468
dense_seed62064,arm,-1.5192091314497425,5319080.368300065,6.72583655231448,1,18,16,1000000.0,89168037.0,-8.892760287303712,-8.08146004676819,-9.704060527839234
dense_seed62064,asleep,-1.46091278772187,17575703.130542886,7.244912708349418,1,18,16,1000000.0,89168037.0,-7.016507774805376,-4.328955021771518,-9.704060527839234
dense_seed62064,aunt,-1.4287787552296292,8372884.131964753,6.922875081272008,1,18,16,1000000.0,89168037.0,-8.806906353015686,-7.9097521781921385,-9.704060527839234
dense_seed62064,baby,-1.440473709865766,12534686.719370926,7.098113484066177,1,18,16,1000000.0,89168037.0,-8.31638415351906,-6.928707779198885,-9.704060527839234
dense_seed62064,bad,-1.276928269655372,5431866.054108373,6.7349490520163995,1,18,16,1000000.0,89168037.0,-8.025821055550361,-6.34758158326149,-9.704060527839234
dense_seed62064,ball,-0.7603570844515516,9022183.755871758,6.955311668178276,1,18,16,1000000.0,89168037.0,-8.13108959056833,-6.5581186532974245,-9.704060527839234
dense_seed62064,bath,-0.5281629323024715,14713659.087646035,7.1677206893122065,1,18,16,1000000.0,89168037.0,-9.005722509403014,-8.307384490966797,-9.704060527839234
dense_seed62064,bathroom,-0.5190702223656797,44499794.32269772,7.648358003683766,1,18,16,1000000.0,89168037.0,-8.474986835601042,-7.24591314336285,-9.704060527839234
dense_seed62064,beach,-1.050828904789142,19179095.853218324,7.282828129674397,1,18,16,1000000.0,89168037.0,-8.25081725631305,-6.797573984786868,-9.704060527839234
dense_seed62064,beads,-1.5543126150183681,33001429.44721494,7.518532751623115,1,18,16,1000000.0,89168037.0,-8.783198963726004,-7.862337399612773,-9.704060527839234
