arch,arm,checkpoint,companion_words,gain,probe_family,probe_id,repeated_nll,role,seed,source_domain,source_example_id,source_words,span_len,unrepeated_nll
OFF,OFF,chck_80M,19,1.1186761260032654,heldout_natural_source_repeat,heldoutcopy:1:0:34715,0.5056888461112976,,NA,gutenberg,34715,31,1,1.624364972114563
OFF,OFF,chck_80M,8,1.4892192780971527,heldout_natural_source_repeat,heldoutcopy:1:100:46093,0.206660658121109,,NA,open_subtitles,46093,11,1,1.6958799362182617
OFF,OFF,chck_80M,17,1.0162208080291748,heldout_natural_source_repeat,heldoutcopy:1:101:9638,2.650646686553955,,NA,childes,9638,28,1,3.66686749458313
OFF,OFF,chck_80M,8,4.417478680610657,heldout_natural_source_repeat,heldoutcopy:1:102:38847,1.4442366361618042,,NA,open_subtitles,38847,12,1,5.861715316772461
OFF,OFF,chck_80M,28,1.3811039924621582,heldout_natural_source_repeat,heldoutcopy:1:103:25389,2.3740227222442627,,NA,gutenberg,25389,52,1,3.755126714706421
OFF,OFF,chck_80M,16,3.88051974773407,heldout_natural_source_repeat,heldoutcopy:1:104:23610,0.29039013385772705,,NA,gutenberg,23610,25,1,4.170909881591797
OFF,OFF,chck_80M,8,2.316448464989662,heldout_natural_source_repeat,heldoutcopy:1:105:9850,0.09412597119808197,,NA,childes,9850,11,1,2.410574436187744
OFF,OFF,chck_80M,20,0.03725310415029526,heldout_natural_source_repeat,heldoutcopy:1:106:33545,0.11751522868871689,,NA,gutenberg,33545,33,1,0.15476833283901215
OFF,OFF,chck_80M,8,4.187168020755053,heldout_natural_source_repeat,heldoutcopy:1:107:27677,0.04605398699641228,,NA,gutenberg,27677,10,1,4.233222007751465
OFF,OFF,chck_80M,9,0.02891288697719574,heldout_natural_source_repeat,heldoutcopy:1:108:31140,0.06851796805858612,,NA,gutenberg,31140,15,1,0.09743085503578186
OFF,OFF,chck_80M,9,4.194764614105225,heldout_natural_source_repeat,heldoutcopy:1:109:39267,2.3399271965026855,,NA,open_subtitles,39267,14,1,6.53469181060791
OFF,OFF,chck_80M,8,1.219909906387329,heldout_natural_source_repeat,heldoutcopy:1:10:4664,0.38447296619415283,,NA,bnc_spoken,4664,11,1,1.604382872581482
