role,group,n,accuracy_pct,mean_relevant_updates,mean_total_ops,mean_prefix_words
OFF,ALL,6780,21.902654867256636,1.9960176991150442,7.359587020648967,120.59041297935103
OFF,rel0_total_ops_0,304,25.0,0.0,0.0,61.473684210526315
OFF,rel0_total_ops_1,257,26.459143968871597,0.0,1.0,69.715953307393
OFF,rel0_total_ops_10,36,16.666666666666664,0.0,10.0,143.72222222222223
OFF,rel0_total_ops_11,32,21.875,0.0,11.0,148.96875
OFF,rel0_total_ops_12,30,6.666666666666667,0.0,12.0,157.36666666666667
OFF,rel0_total_ops_2,212,18.39622641509434,0.0,2.0,77.93867924528301
OFF,rel0_total_ops_3,172,19.186046511627907,0.0,3.0,85.88372093023256
OFF,rel0_total_ops_4,131,20.610687022900763,0.0,4.0,93.36641221374046
OFF,rel0_total_ops_5,104,17.307692307692307,0.0,5.0,100.5673076923077
OFF,rel0_total_ops_6,88,19.318181818181817,0.0,6.0,107.64772727272727
OFF,rel0_total_ops_7,66,21.21212121212121,0.0,7.0,117.81818181818181
OFF,rel0_total_ops_8,63,15.873015873015872,0.0,8.0,127.47619047619048
OFF,rel0_total_ops_9,46,21.73913043478261,0.0,9.0,134.91304347826087
OFF,rel_eq0,1541,21.219987021414667,0.0,3.388059701492537,88.73329007138221
OFF,rel_ge1,5239,22.10345485779729,2.5831265508684864,8.527772475663294,129.96087039511357
OFF,rel_ge2,3916,23.161389172625128,3.1179775280898876,9.274770173646578,136.0349846782431
OFF,rel_ge3,2650,23.81132075471698,3.6520754716981134,9.80188679245283,140.93735849056603
OFF,rel_ge4,1420,26.12676056338028,4.216901408450704,10.112676056338028,143.64225352112675
OFF,rel_updates_0,1541,21.219987021414667,0.0,3.388059701492537,88.73329007138221
OFF,rel_updates_1,1323,18.972033257747544,1.0,6.316704459561603,111.98185941043084
OFF,rel_updates_2,1266,21.80094786729858,2.0,8.171406003159557,125.77330173775671
OFF,rel_updates_3,1230,21.138211382113823,3.0,9.44308943089431,137.81463414634146
OFF,rel_updates_4,1112,25.359712230215827,4.0,10.02158273381295,142.931654676259
OFF,rel_updates_5,308,28.8961038961039,5.0,10.441558441558442,146.2077922077922
OFF,total_ops_0,304,25.0,0.0,0.0,61.473684210526315
OFF,total_ops_1,331,26.586102719033235,0.22356495468277945,1.0,69.66465256797584
OFF,total_ops_10,733,21.828103683492497,2.8076398362892223,10.0,141.51841746248294
OFF,total_ops_11,828,20.28985507246377,2.9504830917874396,11.0,149.18961352657004
OFF,total_ops_12,919,21.653971708378673,3.115342763873776,12.0,158.37431991294886
OFF,total_ops_2,339,20.64896755162242,0.4424778761061947,2.0,77.53687315634218
OFF,total_ops_3,358,19.273743016759777,0.723463687150838,3.0,85.74022346368714
OFF,total_ops_4,369,23.306233062330623,1.005420054200542,4.0,93.0
OFF,total_ops_5,393,21.374045801526716,1.3231552162849873,5.0,101.42493638676845
OFF,total_ops_6,446,23.99103139013453,1.6591928251121075,6.0,109.03363228699551
OFF,total_ops_7,508,22.440944881889763,2.045275590551181,7.0,117.93897637795276
OFF,total_ops_8,592,18.91891891891892,2.285472972972973,8.0,126.08952702702703
OFF,total_ops_9,660,23.03030303030303,2.5196969696969695,9.0,134.4
SHUF,ALL,6780,20.42772861356932,1.9960176991150442,7.359587020648967,120.59041297935103
SHUF,rel0_total_ops_0,304,25.986842105263158,0.0,0.0,61.473684210526315
SHUF,rel0_total_ops_1,257,21.011673151750973,0.0,1.0,69.715953307393
SHUF,rel0_total_ops_10,36,19.444444444444446,0.0,10.0,143.72222222222223
SHUF,rel0_total_ops_11,32,21.875,0.0,11.0,148.96875
SHUF,rel0_total_ops_12,30,10.0,0.0,12.0,157.36666666666667
